product_id,category,price,promotion_active,discount_percent,units_sold,inventory_level,day_of_week,day,month,year
1683,Grocery,199,No,0,16,81,Wednesday,11,8,2024
1830,Grocery,244,No,0,6,397,Wednesday,21,5,2024
1211,Grocery,728,Yes,5,26,211,Friday,23,9,2024
1961,Electronics,924,Yes,10,36,377,Wednesday,9,12,2024
1656,Personal Care,1809,No,0,15,205,Tuesday,25,5,2024
1940,Home,2126,No,0,49,288,Saturday,29,2,2024
1992,Personal Care,2357,No,0,35,247,Sunday,13,10,2024
1722,Personal Care,2302,No,0,26,451,Sunday,7,4,2024
1340,Clothing,2249,No,0,10,474,Monday,13,6,2024
1375,Home,1397,No,0,29,64,Monday,1,11,2024
1238,Home,1421,Yes,5,41,87,Monday,10,8,2024
1820,Electronics,2637,No,0,8,193,Thursday,26,4,2024
1574,Home,2623,Yes,20,4,44,Friday,9,2,2024
1531,Electronics,130,Yes,0,18,95,Sunday,15,7,2024
1218,Personal Care,1607,No,0,28,86,Tuesday,10,5,2024
1107,Clothing,946,Yes,0,14,54,Monday,31,3,2024
1490,Electronics,1263,Yes,5,29,455,Thursday,6,2,2024
1522,Clothing,789,Yes,30,45,268,Sunday,20,11,2024
1635,Personal Care,2106,No,0,27,466,Saturday,22,7,2024
1446,Grocery,2846,Yes,5,28,105,Tuesday,3,10,2024
1846,Personal Care,1326,Yes,5,28,159,Saturday,16,5,2024
1492,Electronics,1416,No,0,27,193,Friday,25,9,2024
1796,Electronics,880,No,0,20,105,Tuesday,31,8,2024
1813,Clothing,2882,No,0,30,498,Monday,30,3,2024
1269,Grocery,864,No,0,7,268,Friday,5,8,2024
1758,Clothing,1960,Yes,0,14,110,Monday,29,11,2024
1619,Electronics,2475,No,0,29,477,Wednesday,18,10,2024
1379,Home,678,No,0,16,163,Wednesday,5,2,2024
1997,Grocery,1724,Yes,0,11,197,Wednesday,21,4,2024
1577,Electronics,780,Yes,20,11,423,Friday,6,10,2024
1797,Grocery,486,Yes,0,42,470,Saturday,12,1,2024
1694,Grocery,311,No,0,21,445,Friday,12,4,2024
1830,Electronics,395,Yes,20,22,186,Wednesday,12,9,2024
1526,Grocery,237,No,0,20,43,Tuesday,29,6,2024
1722,Electronics,2345,Yes,15,23,494,Sunday,18,8,2024
1759,Clothing,1544,No,0,34,87,Friday,24,3,2024
1956,Home,2633,No,0,5,259,Friday,18,5,2024
1314,Personal Care,1930,Yes,30,19,224,Tuesday,3,4,2024
1390,Clothing,59,No,0,27,444,Tuesday,24,3,2024
1445,Grocery,2834,No,0,23,242,Saturday,29,3,2024
1536,Grocery,1979,Yes,20,13,465,Tuesday,16,10,2024
1988,Electronics,2909,Yes,20,36,158,Sunday,19,12,2024
1704,Electronics,2738,Yes,10,10,382,Tuesday,23,12,2024
1114,Home,1152,No,0,37,387,Monday,11,7,2024
1277,Grocery,1820,Yes,20,32,127,Sunday,15,4,2024
1576,Home,1448,Yes,15,10,147,Friday,5,2,2024
1266,Electronics,1359,Yes,10,35,395,Monday,17,6,2024
1708,Clothing,1279,No,0,25,102,Thursday,30,8,2024
1538,Clothing,1805,Yes,0,49,138,Sunday,18,5,2024
1191,Personal Care,361,Yes,0,15,350,Sunday,27,5,2024
1184,Clothing,1375,No,0,18,110,Tuesday,19,7,2024
1680,Grocery,1892,Yes,10,15,30,Thursday,9,1,2024
1383,Personal Care,2787,No,0,30,35,Sunday,9,10,2024
1463,Electronics,2858,Yes,20,29,380,Tuesday,28,11,2024
1012,Grocery,2691,Yes,5,39,386,Sunday,26,8,2024
1214,Electronics,312,Yes,20,37,189,Tuesday,10,1,2024
1835,Electronics,315,No,0,10,151,Wednesday,10,4,2024
1044,Electronics,721,Yes,15,8,33,Friday,13,6,2024
1981,Clothing,1954,No,0,6,58,Monday,2,5,2024
1209,Grocery,2779,Yes,10,15,464,Thursday,24,8,2024
1503,Home,2889,No,0,28,196,Saturday,22,11,2024
1437,Electronics,1166,No,0,16,395,Friday,26,1,2024
1224,Personal Care,2581,Yes,0,45,452,Sunday,23,9,2024
1273,Electronics,2708,No,0,19,479,Wednesday,21,1,2024
1817,Clothing,1534,No,0,29,228,Saturday,3,12,2024
1460,Personal Care,78,No,0,23,149,Friday,18,7,2024
1805,Grocery,1608,Yes,0,26,340,Tuesday,29,4,2024
1101,Electronics,135,Yes,10,39,464,Sunday,2,4,2024
1875,Personal Care,900,No,0,24,24,Sunday,5,1,2024
1268,Home,2508,No,0,15,270,Friday,8,3,2024
1287,Personal Care,1975,Yes,30,22,142,Friday,22,1,2024
1757,Home,1106,No,0,15,289,Monday,15,2,2024
1013,Clothing,633,No,0,32,78,Tuesday,18,7,2024
1466,Personal Care,227,No,0,36,167,Thursday,1,3,2024
1178,Home,2385,No,0,19,379,Sunday,20,5,2024
1903,Personal Care,862,No,0,36,478,Monday,1,2,2024
1747,Home,274,No,0,27,379,Friday,8,11,2024
1820,Home,2077,No,0,32,164,Thursday,5,6,2024
1746,Home,236,Yes,30,41,492,Friday,5,2,2024
1917,Personal Care,1050,No,0,5,87,Wednesday,6,6,2024
1378,Grocery,2160,Yes,15,15,55,Monday,28,9,2024
1132,Electronics,2534,No,0,37,173,Wednesday,13,7,2024
1761,Grocery,302,Yes,0,16,115,Wednesday,5,10,2024
1551,Electronics,1866,Yes,15,41,84,Sunday,7,8,2024
1243,Grocery,2887,No,0,35,61,Wednesday,6,12,2024
1793,Home,2774,No,0,28,363,Monday,21,12,2024
1247,Clothing,1452,Yes,20,12,494,Friday,6,4,2024
1955,Personal Care,940,No,0,27,293,Wednesday,7,6,2024
1797,Home,231,No,0,31,35,Wednesday,27,5,2024
1514,Personal Care,1294,Yes,15,17,48,Saturday,20,11,2024
1422,Clothing,377,Yes,30,15,469,Wednesday,20,9,2024
1359,Clothing,2498,Yes,20,42,249,Tuesday,1,5,2024
1233,Clothing,1295,No,0,22,318,Thursday,9,3,2024
1925,Electronics,2325,Yes,10,33,172,Tuesday,17,2,2024
1493,Personal Care,2309,Yes,5,21,21,Tuesday,18,1,2024
1926,Grocery,574,No,0,15,379,Monday,13,1,2024
1831,Grocery,1098,Yes,10,21,98,Monday,17,6,2024
1555,Home,2103,Yes,20,25,235,Saturday,9,2,2024
1330,Personal Care,1389,Yes,10,19,261,Thursday,31,12,2024
1510,Personal Care,2750,No,0,30,176,Wednesday,2,9,2024
1488,Electronics,253,Yes,30,12,219,Wednesday,23,4,2024
1398,Grocery,2707,No,0,38,188,Tuesday,13,10,2024
1396,Clothing,2790,No,0,18,308,Wednesday,13,1,2024
1074,Home,1791,No,0,32,177,Tuesday,14,2,2024
1970,Home,2183,No,0,7,305,Friday,18,7,2024
1720,Clothing,1914,Yes,15,18,374,Friday,23,1,2024
1702,Home,1211,Yes,0,41,363,Saturday,5,12,2024
1481,Clothing,2271,Yes,20,28,442,Sunday,16,12,2024
1824,Personal Care,331,No,0,10,307,Friday,11,8,2024
1019,Electronics,1424,No,0,14,390,Thursday,21,6,2024
1679,Personal Care,1925,Yes,15,30,179,Friday,9,1,2024
1174,Clothing,2954,Yes,30,13,20,Monday,16,9,2024
1130,Clothing,366,No,0,30,237,Sunday,18,7,2024
1591,Grocery,2035,No,0,13,155,Thursday,28,12,2024
1222,Electronics,655,No,0,22,168,Saturday,8,5,2024
1171,Grocery,2042,Yes,15,23,357,Wednesday,2,1,2024
1308,Home,2706,No,0,35,138,Monday,4,12,2024
1178,Electronics,1472,Yes,15,39,475,Saturday,25,2,2024
1709,Grocery,2710,No,0,32,47,Monday,13,10,2024
1532,Personal Care,1023,Yes,5,9,190,Wednesday,25,7,2024
1287,Grocery,1101,No,0,33,286,Tuesday,23,9,2024
1649,Electronics,557,Yes,10,9,455,Monday,27,9,2024
1296,Grocery,1625,Yes,20,13,362,Wednesday,21,4,2024
1579,Clothing,2899,Yes,5,8,295,Friday,20,8,2024
1062,Home,1049,Yes,5,10,373,Wednesday,6,2,2024
1226,Electronics,1209,No,0,14,348,Wednesday,12,9,2024
1264,Personal Care,170,Yes,0,29,166,Friday,9,12,2024
1710,Personal Care,1751,No,0,50,383,Saturday,11,4,2024
1970,Home,362,Yes,0,37,400,Monday,29,8,2024
1140,Electronics,2618,No,0,43,325,Sunday,22,8,2024
1407,Home,2926,Yes,20,16,426,Friday,24,5,2024
1278,Clothing,1095,Yes,30,30,33,Saturday,3,12,2024
1690,Personal Care,1313,No,0,49,74,Saturday,24,11,2024
1716,Personal Care,2330,Yes,10,29,427,Friday,15,7,2024
1828,Grocery,1497,Yes,5,9,158,Monday,23,3,2024
1850,Clothing,430,Yes,5,36,391,Wednesday,23,7,2024
1243,Electronics,1740,Yes,10,34,231,Tuesday,9,11,2024
1421,Grocery,2998,Yes,20,42,400,Friday,1,8,2024
1278,Home,2552,No,0,49,474,Sunday,14,11,2024
1691,Home,2583,Yes,0,3,46,Friday,25,10,2024
1689,Personal Care,2604,No,0,21,162,Friday,15,4,2024
1902,Electronics,987,Yes,15,37,352,Sunday,31,12,2024
1752,Grocery,82,No,0,13,99,Tuesday,16,1,2024
1800,Personal Care,1789,Yes,0,33,269,Tuesday,1,6,2024
1387,Grocery,2267,No,0,33,486,Friday,25,2,2024
1809,Electronics,860,Yes,0,36,473,Friday,12,3,2024
1178,Clothing,2038,Yes,5,23,258,Wednesday,15,7,2024
1433,Home,2883,No,0,33,342,Thursday,21,9,2024
1509,Clothing,498,No,0,17,34,Sunday,18,11,2024
1552,Home,372,No,0,37,316,Saturday,27,8,2024
1994,Personal Care,1634,Yes,10,47,327,Saturday,22,11,2024
1381,Home,1691,No,0,10,142,Monday,10,12,2024
1473,Personal Care,1320,Yes,10,10,96,Thursday,2,9,2024
1881,Personal Care,809,No,0,17,310,Monday,27,6,2024
1317,Home,147,Yes,5,35,308,Friday,17,1,2024
1253,Home,2518,Yes,5,15,196,Wednesday,29,6,2024
1274,Home,73,No,0,34,426,Wednesday,19,2,2024
1065,Electronics,1128,Yes,5,29,152,Tuesday,24,7,2024
1786,Home,538,Yes,10,14,487,Wednesday,24,10,2024
1860,Electronics,349,No,0,20,406,Monday,5,2,2024
1556,Clothing,2027,No,0,21,445,Friday,21,11,2024
1101,Electronics,2008,Yes,5,32,78,Monday,19,9,2024
1339,Clothing,2752,No,0,19,271,Tuesday,9,11,2024
1378,Personal Care,1933,Yes,20,21,150,Wednesday,6,10,2024
1527,Electronics,2959,No,0,25,159,Friday,30,3,2024
1192,Home,1799,No,0,6,437,Tuesday,4,10,2024
1628,Grocery,2744,No,0,49,371,Saturday,5,10,2024
1778,Personal Care,1199,Yes,30,40,279,Tuesday,28,1,2024
1926,Electronics,2478,Yes,5,25,301,Friday,28,5,2024
1130,Clothing,1124,No,0,35,291,Sunday,27,12,2024
1608,Electronics,1806,No,0,26,371,Friday,7,11,2024
1805,Electronics,274,Yes,10,34,73,Sunday,14,11,2024
1587,Home,110,Yes,30,22,449,Sunday,14,8,2024
1228,Home,421,Yes,20,26,459,Tuesday,12,2,2024
1553,Clothing,144,Yes,30,38,460,Thursday,6,10,2024
1472,Personal Care,2848,Yes,20,21,21,Wednesday,10,9,2024
1479,Personal Care,2643,Yes,30,14,21,Monday,4,12,2024
1525,Home,2259,No,0,18,133,Friday,16,2,2024
1392,Grocery,998,No,0,23,168,Wednesday,25,8,2024
1076,Grocery,2510,No,0,35,63,Monday,30,4,2024
1761,Grocery,1498,No,0,26,151,Wednesday,27,4,2024
1763,Clothing,2261,No,0,26,40,Thursday,24,2,2024
1196,Electronics,2428,No,0,37,261,Sunday,11,7,2024
1291,Grocery,515,Yes,10,33,143,Thursday,23,8,2024
1900,Home,2091,No,0,29,104,Tuesday,17,3,2024
1371,Electronics,2156,Yes,0,24,24,Sunday,20,6,2024
1165,Grocery,2357,Yes,20,17,395,Friday,16,8,2024
1091,Personal Care,1424,No,0,36,350,Thursday,10,1,2024
1802,Electronics,230,No,0,18,147,Tuesday,23,4,2024
1739,Grocery,2271,No,0,23,295,Monday,19,5,2024
1770,Clothing,1508,No,0,28,338,Tuesday,11,7,2024
1139,Grocery,2617,Yes,10,42,111,Sunday,10,8,2024
1882,Personal Care,2465,No,0,14,65,Monday,14,11,2024
1872,Clothing,1356,No,0,16,240,Thursday,29,10,2024
1079,Home,910,No,0,10,123,Friday,3,10,2024
1839,Clothing,1964,No,0,22,101,Thursday,7,3,2024
1871,Clothing,1504,No,0,22,260,Tuesday,29,4,2024
1562,Grocery,2007,No,0,12,189,Wednesday,29,5,2024
1367,Clothing,1613,No,0,21,21,Sunday,15,10,2024
1880,Personal Care,2139,No,0,6,479,Friday,8,12,2024
1684,Electronics,1712,Yes,10,24,83,Monday,21,11,2024
1551,Clothing,1853,Yes,20,12,57,Tuesday,9,10,2024
1356,Electronics,1442,Yes,15,12,485,Monday,22,3,2024
1662,Grocery,945,No,0,32,352,Thursday,26,3,2024
1141,Personal Care,1310,No,0,21,327,Thursday,11,5,2024
1642,Home,1357,Yes,5,11,199,Thursday,14,4,2024
1220,Clothing,2113,No,0,41,416,Sunday,9,4,2024
1923,Clothing,1992,No,0,7,168,Friday,17,3,2024
1258,Personal Care,2709,No,0,22,230,Thursday,21,3,2024
1374,Electronics,543,Yes,30,30,174,Wednesday,5,10,2024
1858,Electronics,1498,Yes,0,44,276,Sunday,21,10,2024
1016,Home,62,No,0,29,50,Tuesday,9,10,2024
1553,Electronics,1373,Yes,10,28,159,Sunday,12,4,2024
1159,Personal Care,61,Yes,0,20,407,Saturday,30,7,2024
1868,Electronics,121,Yes,10,9,450,Tuesday,26,10,2024
1135,Grocery,1445,Yes,0,18,431,Tuesday,8,3,2024
1893,Electronics,534,No,0,34,277,Saturday,22,7,2024
1135,Clothing,2297,Yes,0,22,99,Tuesday,20,1,2024
1846,Home,2664,No,0,42,261,Sunday,7,8,2024
1770,Home,405,No,0,24,339,Friday,9,12,2024
1993,Personal Care,441,No,0,28,148,Saturday,22,7,2024
1163,Electronics,2373,Yes,10,37,154,Saturday,11,6,2024
1355,Home,1439,Yes,15,31,261,Friday,14,3,2024
1952,Home,919,Yes,5,19,285,Wednesday,15,4,2024
1047,Clothing,835,No,0,19,316,Monday,27,6,2024
1460,Electronics,686,No,0,36,175,Tuesday,31,5,2024
1568,Personal Care,473,No,0,14,278,Wednesday,5,1,2024
1097,Home,647,No,0,22,207,Friday,29,8,2024
1700,Personal Care,2238,No,0,24,60,Monday,4,12,2024
1596,Home,1198,Yes,10,17,277,Sunday,11,1,2024
1325,Clothing,1971,Yes,5,25,118,Thursday,15,3,2024
1272,Personal Care,359,No,0,9,69,Thursday,4,7,2024
1153,Electronics,2820,No,0,42,391,Saturday,30,8,2024
1303,Home,262,Yes,5,42,94,Sunday,26,6,2024
1721,Home,617,No,0,25,96,Friday,27,11,2024
1668,Electronics,2039,Yes,30,34,191,Saturday,8,3,2024
1572,Clothing,779,Yes,0,34,217,Saturday,4,11,2024
1528,Clothing,2370,Yes,5,40,357,Thursday,18,3,2024
1330,Personal Care,187,No,0,27,116,Saturday,11,11,2024
1862,Clothing,163,Yes,30,40,248,Saturday,28,6,2024
1160,Electronics,884,Yes,15,24,460,Tuesday,15,4,2024
1505,Grocery,467,No,0,27,108,Wednesday,1,4,2024
1756,Home,1702,Yes,0,7,404,Wednesday,3,3,2024
1721,Grocery,1971,Yes,5,43,436,Saturday,22,8,2024
1781,Electronics,849,Yes,0,20,473,Saturday,14,12,2024
1722,Personal Care,1793,No,0,35,372,Wednesday,12,8,2024
1048,Home,1157,No,0,37,448,Tuesday,24,6,2024
1284,Clothing,1808,Yes,0,23,363,Sunday,10,12,2024
1604,Clothing,352,Yes,30,45,51,Saturday,7,10,2024
1180,Personal Care,1875,No,0,26,301,Tuesday,21,8,2024
1991,Clothing,792,Yes,20,44,102,Tuesday,6,10,2024
1079,Home,1590,No,0,32,185,Monday,27,1,2024
1541,Home,2059,Yes,10,29,127,Saturday,7,5,2024
1668,Personal Care,1414,No,0,10,422,Friday,10,3,2024
1060,Electronics,153,Yes,20,37,384,Wednesday,7,12,2024
1060,Personal Care,2233,Yes,0,11,140,Friday,5,1,2024
1936,Electronics,2571,Yes,20,11,33,Wednesday,29,8,2024
1595,Personal Care,599,No,0,15,230,Saturday,4,9,2024
1161,Personal Care,2260,No,0,8,127,Wednesday,14,8,2024
1794,Home,637,Yes,10,26,26,Thursday,16,11,2024
1211,Grocery,2137,No,0,32,160,Thursday,5,2,2024
1180,Personal Care,1639,No,0,38,255,Saturday,25,12,2024
1638,Personal Care,708,No,0,5,329,Tuesday,1,11,2024
1978,Clothing,567,Yes,20,24,410,Saturday,22,9,2024
1280,Electronics,894,No,0,22,228,Wednesday,29,12,2024
1603,Grocery,474,No,0,21,243,Friday,11,4,2024
1182,Clothing,2745,Yes,10,18,90,Sunday,12,9,2024
1886,Clothing,633,Yes,15,9,22,Tuesday,18,2,2024
1650,Grocery,626,No,0,31,204,Friday,5,4,2024
1749,Electronics,1626,No,0,42,337,Saturday,23,5,2024
1916,Personal Care,160,No,0,50,137,Sunday,28,10,2024
1658,Personal Care,2496,No,0,45,335,Sunday,16,9,2024
1712,Electronics,1089,Yes,0,26,61,Thursday,18,7,2024
1635,Clothing,717,No,0,33,74,Saturday,18,8,2024
1676,Grocery,1559,Yes,10,9,410,Friday,19,1,2024
1798,Personal Care,674,Yes,5,19,368,Thursday,9,7,2024
1084,Personal Care,695,Yes,20,54,380,Sunday,20,8,2024
1357,Personal Care,787,No,0,27,387,Friday,29,4,2024
1644,Electronics,271,Yes,30,26,215,Sunday,9,4,2024
1265,Clothing,1820,No,0,30,145,Sunday,26,7,2024
1052,Clothing,2968,No,0,13,79,Monday,4,7,2024
1848,Personal Care,2728,Yes,15,11,164,Friday,30,11,2024
1636,Grocery,1354,Yes,30,56,266,Sunday,3,11,2024
1031,Personal Care,2770,No,0,5,269,Monday,4,8,2024
1357,Clothing,2833,No,0,38,158,Tuesday,19,10,2024
1229,Clothing,840,Yes,15,38,85,Monday,27,6,2024
1906,Home,1315,Yes,15,13,282,Tuesday,22,2,2024
1620,Personal Care,2854,No,0,31,365,Wednesday,16,11,2024
1032,Clothing,345,Yes,30,35,482,Friday,28,11,2024
1817,Clothing,2953,No,0,24,53,Saturday,30,4,2024
1270,Home,2090,Yes,30,33,240,Wednesday,25,2,2024
1324,Personal Care,1937,Yes,30,44,322,Sunday,18,8,2024
1600,Clothing,2326,Yes,5,18,95,Thursday,15,8,2024
1586,Home,1634,No,0,17,446,Monday,4,4,2024
1416,Grocery,931,No,0,6,235,Friday,25,9,2024
1064,Grocery,1542,No,0,13,375,Thursday,19,11,2024
1152,Home,2686,No,0,17,328,Tuesday,11,7,2024
1971,Electronics,585,No,0,10,274,Friday,26,4,2024
1072,Home,1691,No,0,38,89,Sunday,10,10,2024
1064,Clothing,2823,Yes,10,36,131,Wednesday,21,7,2024
1443,Clothing,978,No,0,18,383,Saturday,4,9,2024
1612,Personal Care,1697,Yes,30,35,236,Friday,15,4,2024
1664,Personal Care,2132,No,0,21,157,Sunday,29,11,2024
1436,Clothing,1023,Yes,30,27,318,Saturday,7,10,2024
1113,Grocery,2106,No,0,37,82,Thursday,27,9,2024
1965,Grocery,2009,Yes,20,19,267,Sunday,24,11,2024
1363,Electronics,1916,No,0,19,231,Sunday,3,9,2024
1400,Clothing,758,Yes,15,16,152,Wednesday,11,8,2024
1692,Electronics,564,No,0,10,135,Tuesday,2,11,2024
1789,Clothing,61,No,0,36,219,Sunday,1,3,2024
1567,Clothing,1484,Yes,15,23,480,Thursday,30,5,2024
1658,Clothing,2539,Yes,10,39,240,Saturday,24,9,2024
1259,Grocery,1818,No,0,29,292,Thursday,22,3,2024
1975,Home,1811,No,0,25,333,Monday,5,5,2024
1287,Personal Care,1319,Yes,15,28,356,Wednesday,14,11,2024
1085,Grocery,579,No,0,12,101,Tuesday,20,10,2024
1254,Home,1123,Yes,15,25,310,Thursday,2,3,2024
1312,Electronics,523,Yes,30,31,45,Monday,15,12,2024
1148,Home,2731,Yes,10,10,386,Thursday,7,6,2024
1158,Clothing,936,No,0,30,342,Thursday,13,9,2024
1121,Personal Care,2180,Yes,15,24,419,Tuesday,12,10,2024
1200,Electronics,1191,No,0,27,206,Monday,22,5,2024
1359,Personal Care,2354,No,0,7,296,Thursday,23,11,2024
1562,Home,2144,No,0,18,325,Sunday,8,4,2024
1528,Home,900,Yes,20,27,78,Friday,26,12,2024
1566,Clothing,2202,Yes,5,26,89,Sunday,8,3,2024
1323,Grocery,2322,Yes,0,35,262,Sunday,3,5,2024
1840,Personal Care,2050,Yes,20,41,110,Tuesday,10,8,2024
1103,Personal Care,1847,Yes,10,45,378,Saturday,20,8,2024
1272,Electronics,1061,Yes,5,22,473,Monday,17,10,2024
1072,Electronics,402,Yes,0,39,493,Sunday,7,7,2024
1949,Clothing,920,No,0,6,117,Thursday,28,7,2024
1557,Clothing,1866,Yes,5,39,489,Wednesday,14,3,2024
1524,Clothing,2757,Yes,30,24,173,Tuesday,22,8,2024
1258,Home,2220,Yes,5,41,131,Thursday,11,6,2024
1959,Personal Care,2984,Yes,10,42,221,Sunday,30,1,2024
1407,Personal Care,969,Yes,20,29,56,Sunday,4,6,2024
1756,Clothing,1595,No,0,38,454,Monday,17,10,2024
1650,Electronics,930,Yes,15,37,280,Friday,1,10,2024
1306,Personal Care,213,Yes,10,30,35,Tuesday,3,8,2024
1946,Grocery,2915,No,0,29,174,Friday,24,3,2024
1413,Electronics,1062,No,0,16,388,Tuesday,1,7,2024
1324,Personal Care,399,Yes,10,23,432,Wednesday,24,5,2024
1856,Clothing,2536,Yes,30,28,278,Sunday,5,2,2024
1833,Electronics,1052,Yes,0,33,416,Monday,7,11,2024
1876,Grocery,2449,Yes,30,21,334,Thursday,25,8,2024
1758,Clothing,349,No,0,9,233,Thursday,9,11,2024
1832,Grocery,1658,Yes,5,7,427,Wednesday,15,1,2024
1135,Electronics,1454,No,0,20,69,Thursday,17,9,2024
1257,Personal Care,657,No,0,31,96,Saturday,8,10,2024
1469,Clothing,1461,No,0,46,454,Sunday,25,4,2024
1766,Grocery,1715,No,0,17,93,Wednesday,28,12,2024
1129,Personal Care,877,Yes,5,29,81,Sunday,7,9,2024
1399,Home,1940,Yes,5,26,492,Sunday,11,9,2024
1368,Personal Care,2145,Yes,30,18,30,Saturday,4,11,2024
1894,Personal Care,1038,No,0,13,317,Tuesday,26,8,2024
1732,Grocery,335,No,0,10,285,Tuesday,21,4,2024
1275,Clothing,1238,Yes,20,26,430,Thursday,21,7,2024
1001,Home,226,No,0,28,384,Sunday,24,11,2024
1515,Home,1805,Yes,0,17,69,Friday,20,10,2024
1052,Personal Care,2882,No,0,28,124,Thursday,20,12,2024
1886,Clothing,727,Yes,15,40,144,Saturday,11,11,2024
1134,Electronics,1160,Yes,10,32,493,Wednesday,18,5,2024
1383,Home,790,No,0,31,462,Thursday,15,1,2024
1063,Home,1194,Yes,30,45,52,Wednesday,24,4,2024
1113,Electronics,1580,Yes,30,53,116,Sunday,10,11,2024
1031,Clothing,1789,Yes,0,14,337,Thursday,24,4,2024
1329,Clothing,665,No,0,26,395,Friday,9,9,2024
1414,Electronics,602,Yes,15,28,175,Tuesday,2,10,2024
1599,Clothing,2199,Yes,5,35,45,Thursday,24,11,2024
1177,Clothing,2972,Yes,0,15,483,Friday,4,1,2024
1406,Electronics,889,No,0,22,471,Monday,22,2,2024
1643,Personal Care,970,Yes,15,42,258,Sunday,25,4,2024
1381,Grocery,828,No,0,8,436,Tuesday,13,12,2024
1667,Personal Care,2589,Yes,20,17,389,Friday,4,7,2024
1525,Clothing,2567,No,0,14,171,Monday,26,1,2024
1903,Clothing,2139,No,0,39,369,Sunday,30,12,2024
1840,Personal Care,2424,Yes,10,33,377,Friday,14,1,2024
1269,Grocery,57,Yes,15,22,470,Friday,9,8,2024
1389,Home,439,Yes,0,20,300,Thursday,15,4,2024
1002,Personal Care,1912,Yes,10,11,105,Thursday,5,1,2024
1497,Clothing,2504,Yes,10,8,63,Thursday,22,10,2024
1727,Clothing,566,No,0,30,499,Friday,6,7,2024
1928,Electronics,2496,No,0,16,449,Friday,3,5,2024
1418,Home,1442,Yes,15,37,393,Monday,8,9,2024
1672,Clothing,2167,Yes,0,19,26,Friday,1,1,2024
1284,Personal Care,1914,Yes,15,18,184,Saturday,22,6,2024
1116,Personal Care,996,Yes,5,37,393,Sunday,6,7,2024
1694,Home,1222,Yes,30,44,434,Sunday,19,8,2024
1307,Clothing,1423,Yes,0,8,52,Friday,1,2,2024
1633,Electronics,744,No,0,11,498,Monday,16,11,2024
1035,Electronics,206,Yes,5,13,405,Monday,24,1,2024
1360,Grocery,1633,Yes,5,13,281,Tuesday,13,3,2024
1365,Electronics,1793,No,0,9,32,Wednesday,25,4,2024
1477,Clothing,2060,Yes,20,27,41,Thursday,19,12,2024
1039,Grocery,886,Yes,0,18,197,Friday,26,4,2024
1980,Grocery,651,No,0,17,368,Thursday,26,12,2024
1410,Clothing,2377,No,0,27,377,Thursday,3,7,2024
1171,Clothing,2068,No,0,36,106,Friday,31,8,2024
1082,Home,1322,No,0,24,57,Friday,12,12,2024
1688,Personal Care,1653,No,0,33,206,Sunday,19,6,2024
1772,Grocery,397,Yes,30,40,276,Wednesday,25,1,2024
1557,Clothing,2405,Yes,5,31,277,Sunday,18,8,2024
1664,Grocery,340,No,0,12,465,Friday,2,12,2024
1810,Grocery,180,No,0,31,176,Sunday,14,3,2024
1289,Personal Care,433,No,0,33,89,Monday,23,3,2024
1426,Home,2139,No,0,8,426,Friday,25,8,2024
1033,Personal Care,2612,Yes,15,29,461,Thursday,19,2,2024
1535,Grocery,1013,No,0,17,304,Sunday,21,9,2024
1382,Clothing,1352,No,0,30,354,Sunday,24,3,2024
1022,Home,2504,No,0,7,255,Friday,30,10,2024
1146,Clothing,687,No,0,41,186,Saturday,6,11,2024
1643,Grocery,207,No,0,6,179,Monday,19,7,2024
1336,Personal Care,661,No,0,24,413,Monday,6,12,2024
1747,Clothing,362,No,0,7,105,Tuesday,9,7,2024
1813,Home,1424,No,0,26,229,Thursday,27,11,2024
1773,Home,2383,Yes,15,9,259,Tuesday,24,1,2024
1055,Home,606,No,0,39,253,Friday,15,2,2024
1080,Personal Care,1759,No,0,32,205,Friday,27,7,2024
1462,Grocery,2389,No,0,17,416,Thursday,11,6,2024
1500,Electronics,379,No,0,15,179,Sunday,18,4,2024
1653,Clothing,665,No,0,38,450,Monday,17,5,2024
1794,Personal Care,1495,No,0,16,77,Sunday,3,9,2024
1790,Home,471,No,0,17,282,Wednesday,30,6,2024
1649,Clothing,370,Yes,5,20,276,Saturday,3,11,2024
1697,Personal Care,815,No,0,26,103,Saturday,21,8,2024
1654,Clothing,1065,Yes,20,41,282,Tuesday,3,9,2024
1544,Home,2913,Yes,15,24,138,Thursday,27,9,2024
1166,Clothing,2077,Yes,30,36,59,Monday,21,9,2024
1631,Clothing,2355,Yes,10,32,282,Sunday,28,11,2024
1355,Personal Care,382,No,0,13,91,Wednesday,15,8,2024
1452,Clothing,1893,Yes,15,7,45,Tuesday,4,8,2024
1264,Personal Care,2697,Yes,5,4,38,Monday,25,9,2024
1503,Personal Care,1776,Yes,0,16,128,Saturday,16,4,2024
1757,Electronics,1629,No,0,24,401,Sunday,2,2,2024
1679,Personal Care,1256,Yes,20,30,108,Wednesday,8,5,2024
1377,Grocery,2465,No,0,13,317,Friday,28,2,2024
1446,Grocery,207,No,0,17,496,Thursday,28,4,2024
1277,Electronics,1595,Yes,30,50,244,Sunday,23,9,2024
1918,Grocery,2584,Yes,15,30,411,Thursday,19,4,2024
1616,Grocery,2643,No,0,35,83,Tuesday,1,10,2024
1443,Personal Care,2059,Yes,5,19,403,Thursday,21,4,2024
1806,Clothing,1806,Yes,0,36,171,Tuesday,23,11,2024
